Name,Formula
Mendeleevite-(Ce),"Cs6(Ce,REE ,Ca)30(Si70O175)(OH,F,H2O)35"
Mendeleevite-(Nd),"Cs6(Nd,REE ,Ca)30(Si70O175)(OH,F,H2O)35"
Mendigite,Mn2Mn2MnCa(Si3O9)2
Mendipite,Pb3O2Cl2
Mendozavilite-KCa,[K2(H2O)15Ca(H2O)6][Mo8P2Fe3+3O34(OH)3]
Mendozavilite-NaCu,[Na2(H2O)15Cu(H2O)6][Mo8P2Fe3+3O34(OH)3]
Mendozavilite-NaFe,[Na2(H2O)15Fe3+(H2O)6][Mo8P2Fe3+3O35(OH)2]
Mendozite,NaAl(SO4)2·11H2O
Meneghinite,Pb13CuSb7S24
Menezesite,Ba3MgZr4Nb12O42·12H2O
Mengeite,"Ba(Mg,Mn2+)Mn3+4(PO4)4(OH)4·4H2O"
Mengxianminite,Ca2Sn2Mg3Al8[(BO3)(BeO4)O6]2
Meniaylovite,Ca4AlSi(SO4)F13·12H2O
Menshikovite,Pd3Ni2As3
Menzerite-(Y),(CaY2)Mg2(SiO4)3
Mercallite,KH(SO4)
Mercury,Hg
Mereheadite,Pb47O24(OH)13Cl25(BO3)2(CO3)
Mereiterite,K2Fe2+(SO4)2·4H2O
Merelaniite,Pb4Mo4VSbS15
Merenskyite,PdTe2
Meridianiite,Mg(SO4)·11H2O
Merlinoite,K5Ca2(Si23Al9)O64·24H2O
Merrihueite,"(K,Na)2(Fe2+,Mg)5Si12O30"
Merrillite,Ca9NaMg(PO4)7
Mertieite,Pd8Sb2.5As0.5
Merwinite,Ca3Mg(SiO4)2
Mesaite,CaMn2+5(V2O7)3·12H2O
Mesolite,Na2Ca2(Si9Al6)O30·8H2O
Messelite,Ca2Fe2+(PO4)2(H2O)2
Meta-aluminite,Al2(SO4)(OH)4·5H2O
Meta-alunogen,Al2(SO4)3·14H2O
Meta-ankoleite,K(UO2)(PO4)·3H2O
Meta-autunite,Ca(UO2)2(PO4)2·6H2O
Metaborite,HBO2
Metacalciouranoite,"(Ca,Na,Ba)U2O7·2H2O"
Metacinnabar,HgS
Metadelrioite,SrCa(VO3)2(OH)2
Metahaiweeite,Ca(UO2)2Si6O15·nH2O
Metaheimite,PbCu2(AsO4)(OH)3
Metaheinrichite,Ba(UO2)2(AsO4)2·8H2O
Metahewettite,CaV5+6O16·3H2O
Metahohmannite,Fe3+2O(SO4)2·4H2O
Metakahlerite,Fe2+(UO2)2(AsO4)2(H2O)5·3H2O
Metakirchheimerite,Co(UO2)2(AsO4)2(H2O)5·3H2O
Metaköttigite,"(Zn,Fe3+)3(AsO4)2·8(H2O,OH)"
Metalodèvite,Zn(UO2)2(AsO4)2·10H2O
Metamunirite,NaV5+O3
Metanatroautunite,Na(UO2)(PO4)·3H2O
Metanováčekite,Mg(UO2)2(AsO4)2(H2O)5·3H2O
Metarauchite,Ni(UO2)2(AsO4)2(H2O)5·3H2O
Metarossite,CaV5+2O6(H2O)2
Metasaléeite,Mg(UO2)2(PO4)2·8H2O
Metaschoderite,Al2(PO4)(VO4)·6H2O
Metaschoepite,(UO2)8O2(OH)12·10H2O
Metasideronatrite,Na2Fe3+(SO4)2(OH)·H2O
Metastibnite,Sb2S3
Metastudtite,UO4·2H2O
Metaswitzerite,Mn2+3(PO4)2(H2O)4
Metatamboite,Fe3+3(OH)(H2O)2(SO4)(Te4+O3)3[Te4+O(OH)2](H2O)
Metathénardite,Na2(SO4)
Metatorbernite,Cu(UO2)2(PO4)2(H2O)4·4H2O
Metatyuyamunite,Ca(UO2)2(VO4)2·3H2O
Metauramphite,(NH4)2(UO2)2(PO4)2·6H2O
Metauranocircite,Ba(UO2)2(PO4)2(H2O)4·2H2O
Metauranopilite,(UO2)6(SO4)(OH)10·5H2O
Metauranospinite,Ca(UO2)2(AsO4)2·8H2O
Metauroxite,(UO2)2(C2O4)(OH)2(H2O)2
Metavandendriesscheite,PbU7O22·nH2O
Metavanmeersscheite,U(UO2)3(PO4)2(OH)6·2H2O
Metavanuralite,Al(UO2)2(VO4)2(OH)·8H2O
Metavariscite,Al(PO4)(H2O)2
Metavauxite,Fe2+Al2(PO4)2(OH)2·8H2O
Metavivianite,Fe2+Fe3+2(PO4)2(OH)2·6H2O
Metavoltine,K2Na6Fe2+Fe3+6O2(SO4)12·18H2O
Metazellerite,Ca(UO2)(CO3)2·3H2O
Metazeunerite,Cu(UO2)2(AsO4)2(H2O)4·4H2O
Meurigite-K,KFe3+8(PO4)6(OH)7·6.5H2O
Meurigite-Na,[Na(H2O)2.5][Fe3+8(PO4)6(OH)7(H2O)4]
Meyerhofferite,CaB3O3(OH)5·H2O
Meymacite,WO3·2H2O
Meyrowitzite,Ca(UO2)(CO3)2·5H2O
Mgriite,Cu3AsSe3
Mianningite,"(☐,Pb,Ce,Na)(U4+,Mn,U6+)Fe3+2(Ti,Fe3+)18O38"
Miargyrite,AgSbS2
Miassite,Rh17S15
Michalskiite,Cu2+Mg3Fe3+3.33(VO4)6
Micheelsenite,"(Ca,Y)3Al(PO3OH)(CO3)(OH)6(H2O)12"
Michenerite,PdBiTe
Michitoshiite-(Cu),Rh(Cu1-xGex)    0 < x  ≤ 0.5
Microcline,K(AlSi3O8)
Microsommite,"[(Na,K)6(SO4)][Ca2Cl2][(Si6Al6O24)]"
Midbarite,Ca3Mg2(V2Si)O12
Middendorfite,"K3Na2Mn5Si12(O,OH)36·2H2O"
Middlebackite,Cu2C2O4(OH)2
Mieite-(Y),"Y4Ti(SiO4)2O[F,(OH)]6"
Miersite,AgI
Miessiite,Pd11Te2Se2
Miguelromeroite,Mn2+5(AsO3OH)2(AsO4)2(H2O)4
Miharaite,PbCu4FeBiS6
Mikasaite,Fe3+2(SO4)3
Mikecoxite,[CHg4]OCl2
Mikehowardite,Fe3+4(V5+O4)4(H2O)2·H2O
Mikenewite,Mn2+(S4+O3)·3H2O
Milanriederite,"(Ca,REE)19Fe3+Al4(Mg,Al,Fe3+)8Si18O68(OH,O)10"
Milarite,KCa2(Be2AlSi12)O30·H2O
Milkovoite,Cu4O(PO4)(AsO4)
Millerite,NiS
Millisite,NaCaAl6(PO4)4(OH)9(H2O)3
Millosevichite,Al2(SO4)3
Millsite,CuTeO3·2H2O
Milotaite,PdSbSe
Mimetite,Pb5(AsO4)3Cl
Minakawaite,RhSb
Minasragrite,V4+O(SO4)(H2O)4·H2O
Mineevite-(Y),Na25BaY2(CO3)11(HCO3)4(SO4)2F2Cl
Minehillite,"(K,Na)2Ca28Zn5Al4Si40O112(OH)16"
Minguzzite,K3Fe3+(C2O4)3·3H2O
Minium,Pb4+Pb2+2O4
Minjiangite,BaBe2(PO4)2
Minnesotaite,Fe2+3Si4O10(OH)2
Minohlite,"(Cu,Zn)7(SO4)2(OH)10·8H2O"
Minrecordite,CaZn(CO3)2
Minyulite,KAl2(PO4)2F·4H2O
Mirabilite,Na2(SO4)·10H2O
Mirnyite,SrZr4+(Ti4+12Cr3+6)Mg2O38
Misakiite,Cu3Mn(OH)6Cl2
Misenite,K8(SO4)(SO3OH)6
Miserite,"K1.5-x(Ca,Y,REE )5[Si6O15][Si2O7](OH,F)2·yH2O"
Mitridatite,Ca2Fe3+3O2(PO4)3(H2O)2·H2O
Mitrofanovite,Pt3Te4
Mitryaevaite,"Al5(PO4)2[(P,S)O3(OH,O)]2F2(OH)2·14.5H2O"
Mitscherlichite,K2CuCl4·2H2O
Mixite,Cu6Bi(AsO4)3(OH)6·3H2O
Miyahisaite,"(Sr,Ca)2Ba3(PO4)3F"
Miyawakiite-(Y),☐Y4Fe2(Si8O20)(CO3)4(H2O)3
Mizraite-(Ce),Ce(Al11Mg)O19
Moabite,NiFe3+(PO4)O
Moctezumite,Pb(UO2)(Te4+O3)2
Modderite,CoAs
Modraite,Ca19Fe2+Al4(Al6Fe2+2)(☐4)☐(SiO4)10(Si2O7)4(OH)10
Moëloite,Pb6Sb6S14(S)3
Mogánite,SiO2·nH2O
Mogovidite,"Na9(Ca,Na)12Fe2Zr3Si25O72(CO3)(OH)4"
Mohite,Cu2SnS3
Möhnite,(NH4)K2Na(SO4)2
Mohrite,(NH4)2Fe2+(SO4)2(H2O)6
Moiraite,Pb12Sb8As8S36
Moissanite,SiC
Mojaveite,Cu6[Te6+O4(OH)2](OH)7Cl
Molinelloite,Cu(H2O)(OH)V4+O(V5+O4)
Moluranite,H4U4+(UO2)3(MoO4)7·18H2O
Molybdenite,MoS2
Molybdite,MoO3
Molybdofornacite,CuPb2(MoO4)(AsO4)(OH)
Molybdomenite,PbSe4+O3
Molybdophyllite,Pb8Mg9[Si10O28(OH)8O2(CO3)3]·H2O
Molysite,FeCl3
Momoiite,Mn2+3V3+2(SiO4)3
Monazite-(Ce),Ce(PO4)
Monazite-(Gd),Gd(PO4)
Monazite-(La),La(PO4)
Monazite-(Nd),Nd(PO4)
Monazite-(Sm),Sm(PO4)
Moncheite,"Pt(Te,Bi)2"
Monchetundraite,Pd2NiTe2
Monetite,Ca(PO3OH)
Mongolite,Ca4Nb6Si5O24(OH)10·6H2O
Monimolite,Pb2Sb5+2O7
Monipite,MoNiP
Monohydrocalcite,Ca(CO3)·H2O
Montanite,Bi3+2Te6+O6·n H2O   (0 < n  < 2/3)
Montbrayite,"(Au,Ag,Sb,Bi,Pb)23(Te,Sb,Bi,Pb)38"
Montdorite,"KFe2+1.5Mn2+0.5Mg0.5Si4O10(F,OH)2"
Montebrasite,LiAl(PO4)(OH)
Monteneroite,Cu2+Mn2+2(AsO4)2(H2O)8
Monteneveite,Ca3Sb5+2(Fe3+2Fe2+)O12
Monteponite,CdO
Monteregianite-(Y),KNa2YSi8O19·5H2O
Montesommaite,K9(Si23Al9)O64·10H2O
Montetrisaite,Cu6(SO4)(OH)10·2H2O
Montgomeryite,Ca4MgAl4(PO4)6(OH)4(H2O)12
Monticellite,CaMg(SiO4)
Montmorillonite,"(Na,Ca)0.3(Al,Mg)2Si4O10(OH)2·nH2O"
Montpelvouxite,AgPb16Sb27As18S84
Montroseite,"(V3+,Fe2+,V4+)O(OH)"
Montroyalite,Sr4Al8(CO3)3(OH)26·10H2O
Montroydite,HgO
Mooihoekite,Cu9Fe9S16
Moolooite,Cu(C2O4)·nH2O
Mooreite,Mg15(SO4)2(OH)26·8H2O
Moorhouseite,Co(SO4)(H2O)6
Mopungite,NaSb5+(OH)6
Moraesite,Be2(PO4)(OH)·4H2O
Moragite,Ca3TiSi2(Al2Si)O14
Moraskoite,Na2Mg(PO4)F
Mordenite,"(Na2,Ca,K2)4(Al8Si40)O96·28H2O"
Moreauite,Al3(UO2)(PO4)3(OH)2·13H2O
Morelandite,Ca2Ba3(AsO4)3Cl
Morenosite,Ni(SO4)(H2O)6·H2O
Morimotoite,Ca3(TiFe2+)(SiO4)3
Morinite,NaCa2Al2(PO4)2(OH)F4·2H2O
Morleyite,Ag2CuPb25Sb24As4S68.5
Morningstarite,Na(W2.67Fe3+0.33)O9·H2O
Morozeviczite,Pb3Ge1-xS4
Morrisonite,Ca11(H2O)78(As3+V4+2V5+10As5+6O51)2
Mosandrite-(Ce),Ca2(CaCe)[(H2O)2Ca0.5☐0.5]Ti(Si2O7)2(OH)2(H2O)2
Moschelite,HgI
Moschellandsbergite,Ag2Hg3
Mosesite,(Hg2N)Cl
Moskvinite-(Y),Na2KYSi6O15
Mössbauerite,Fe3+6O4(OH)8(CO3)∙3H2O
Mottanaite-(Ce),Ca4Ce2Al(Be1.5☐0.5)[B4Si4O22]O2
Mottramite,PbCu(VO4)(OH)
Motukoreaite,Mg6Al3(OH)18[Na(H2O)6](SO4)2·6H2O
Mounanaite,PbFe3+2(VO4)2(OH)2
Mountainite,KNa2Ca2[Si8O19(OH)]·6H2O
Mountkeithite,"(Mg1-x Fe3+x )(SO4)x /2(OH)2·n H2O (x  < 0.5, n  > 3x /2)"
Mourite,(UO2)(Mo6+)5O16·5H2O
Moxuanxueite,NaCa6Zr(Si2O7)2OF3
Moydite-(Y),YB(OH)4(CO3)
Mozartite,CaMn3+(SiO4)(OH)
Mozgovaite,PbBi4S7
Mpororoite,Al2O(WO4)2·6H2O
Mrázekite,Bi2Cu3(PO4)2O2(OH)2·2H2O
Mroseite,CaTe4+O2(CO3)
Mückeite,CuNiBiS3
Muirite,"Ba10Ca2Mn2+TiSi10O30(OH,Cl,F)10"
Mukhinite,Ca2(Al2V3+)(Si2O7)(SiO4)O(OH)
Müllerite,Pb2Fe3+(Te6+O6)Cl
Mullite,Al4+2xSi2-2xO10-x (x  ≈ 0.4)
Mummeite,Cu0.58Ag3.11Pb1.10Bi6.65S13
Munakataite,Pb2Cu2(Se4+O3)(SO4)(OH)4
Mundite,Al(UO2)3(PO4)2(OH)3·5.5H2O
Mundrabillaite,(NH4)2Ca(PO3OH)2·H2O
Munirite,NaV5+O3(H2O)1.9
Muonionalustaite,Ni3(OH)4Cl2·4H2O
Murakamiite,Ca2LiSi3O8(OH)
Murashkoite,FeP
Murataite-(Y),"(Y,Na)6Zn(Zn,Fe3+)4(Ti,Nb,Na)12O29(O,F,OH)10F4"
Murchisite,Cr5S6
Murdochite,Cu12Pb2O15Cl2
Murmanite,Na2Ti2Na2Ti2(Si2O7)2O4(H2O)4
Murphyite,Pb(Te6+O4)
Murunskite,"K2(Cu,Fe)4S4"
Muscovite,KAl2(Si3Al)O10(OH)2
Museumite,"[Pb2(Pb,Sb)2S8][(Te,Au)2]"
Mushistonite,Cu2+Sn4+(OH)6
Muskoxite,Mg7Fe3+4(OH)26·H2O (?)
Muthmannite,AuAgTe2
Mutinaite,Na3Ca4Al11Si85O192·60H2O
Mutnovskite,"Pb2AsS3(I,Cl,Br)"
Naalasite,NaAl(AsO3OH)2(H2O)
Nabalamprophyllite,(BaNa)Ti2Na3Ti(Si2O7)2O2(OH)2
Nabaphite,NaBa(PO4)(H2O)9
Nabateaite,Fe2P2O7
Nabesite,Na2BeSi4O10(H2O)4
Nabiasite,BaMn9(VO4)6(OH)2
Nabimusaite,KCa12(SiO4)4(SO4)2O2F
Nabokoite,Cu7Te4+O4(SO4)5·KCl
Nacaphite,Na2Ca(PO4)F
Nacareniobsite-(Ce),Ca2(CaCe)Na3Nb(Si2O7)2(OF)F2
Nacareniobsite-(Nd),Ca2(CaNd)Na3Nb(Si2O7)2(OF)F2
Nacareniobsite-(Y),Ca2(CaY)Na3Nb(Si2O7)2(OF)F2
Nacrite,Al2Si2O5(OH)4
Nadorite,PbSb3+O2Cl
Nafeasite,NaFe3+(AsO3OH)2(H2O)
Nafertisite,Na3Fe2+10Ti2(Si6O17)2O2(OH)6F(H2O)2
Nagashimalite,"Ba4(V3+,Ti)4(O,OH)2[B2Si8O27]Cl"
Nagelschmidtite,Ca7(SiO4)2(PO4)2
Nagyágite,"[Pb3(Pb,Sb)3S6](Au,Te)3"
Nahcolite,NaH(CO3)
Nahpoite,Na2(PO3OH)
Nakauriite,Cu8(SO4)4(CO3)(OH)6·48H2O
Nakkaalaaqite,K2[Na3Ca]LiCa2Ti2Be4Si12O38
Naldrettite,Pd2Sb
Nalipoite,NaLi2(PO4)
Nalivkinite,Li2NaFe2+7Ti2(Si4O12)2O2(OH)4F(H2O)2
Namansilite,NaMn3+Si2O6
Nambulite,LiMn2+4Si5O14(OH)
Namibite,Cu(BiO)2(VO4)(OH)
Namuwite,Zn4(SO4)(OH)6(H2O)·3H2O
Nancyrossite,FeGeO6H5
Nanlingite,Na(Ca5Li)Mg12(AsO3)2[Fe2+(AsO3)6]F14
Nannoniite,Al2(OH)5F
Nanpingite,CsAl2(Si3Al)O10(OH)2
Nantokite,CuCl
Napoliite,Pb2OFCl
Naquite,FeSi
Narsarsukite,"Na2(Ti,Fe3+)Si4(O,F)11"
Nashite,Na3Ca2(H2O)22[(V4+V5+9)O28]·2H2O
Nasinite,Na2B5O8(OH)(H2O)2
Nasledovite,PbMn2+3Al4O5(SO4)(CO3)4·5H2O
Nasonite,Ca4Pb6(Si2O7)3Cl2
Nastrophite,NaSr(PO4)(H2O)9
Nataliakulikite,"Ca4Ti2(Fe3+,Fe2+)(Si,Fe3+,Al)O11"
Nataliyamalikite,TlI
Natalyite,NaV3+Si2O6
Natanite,Fe2+Sn4+(OH)6
Natisite,Na2TiO(SiO4)
Natrite,Na2(CO3)
Natroalunite,NaAl3(SO4)2(OH)6
Natroaphthitalite,KNa3(SO4)2
Natroboltwoodite,Na(UO2)(SiO3OH)(H2O)
Natrochalcite,NaCu2(SO4)2(OH)(H2O)
Natrodufrénite,NaFe2+Fe3+5(PO4)4(OH)6(H2O)2
Natroglaucocerinite,Zn6Al3(OH)18[Na(H2O)6](SO4)2·6H2O
Natrojarosite,NaFe3+3(SO4)2(OH)6
Natrolemoynite,Na4Zr2Si10O26(H2O)7·2H2O
Natrolite,Na2(Si3Al2)O10·2H2O
Natromarkeyite,Na2Ca8(UO2)4(CO3)13(H2O)24·3H2O
Natromelansonite,Na3Zr[Si7AlO19](H2O)4-5
Natromolybdite,Na2MoO4(H2O)2
Natron,Na2(CO3)(H2O)10
Natronambulite,NaMn2+4Si5O14(OH)
Natroniobite,NaNbO3
Natropalermoite,Na2SrAl4(PO4)4(OH)4
Natropharmacoalumite,NaAl4(AsO4)3(OH)4·4H2O
Natropharmacosiderite,NaFe3+4(AsO4)3(OH)4·4H2O
Natrophilite,NaMn2+(PO4)
Natrophosphate,Na7(PO4)2F(H2O)19
Natrosilite,Na2Si2O5
Natrosulfatourea,Na2(SO4)[CO(NH2)2]
Natrotantite,Na2Ta4O11
Natrotitanite,(Na0.5Y0.5)TiO(SiO4)
Natrouranospinite,Na2(UO2)2(AsO4)2·5H2O
Natrowalentaite,[Fe3+0.5Na0.5(H2O)6][NaAs3+2(Fe3+2.33W6+0.67)     (PO4)2O7]
Natroxalate,Na2(C2O4)
Natrozippeite,Na5(UO2)8(SO4)4O5(OH)3(H2O)12
Naujakasite,Na6Fe2+Al4Si8O26
Naumannite,Ag2Se
Navajoite,"(V5+,Fe3+)10O24·12H2O"
Navrotskyite,K2Na10(UO2)3(SO4)9∙2H2O
Nazarchukite,Ca2NiFe3+2(PO4)4
Nazarovite,Ni12P5
Nchwaningite,Mn2SiO3(OH)2(H2O)
Nealite,Pb4Fe(AsO3)2Cl4(H2O)2
Nechelyustovite,(Na☐)☐2Ba4Ti4Nb4(Na11☐)Ti4(Si2O7)8O8(OH)8   (H2O)12
Nefedovite,Na5Ca4(PO4)4F
Negevite,NiP2
Neighborite,NaMgF3
Nekoite,Ca3Si6O15(H2O)5·2H2O
Nekrasovite,Cu13VSn3S16
Nelenite,Mn2+16As3+3Si12O36(OH)17
Neltnerite,CaMn3+6O8(SiO4)
Nenadkevichite,"(Na,☐)8Nb4(Si4O12)2(O,OH)4(H2O)8"
Neotocite,"(Mn,Fe)SiO3·H2O (?)"
Nepheline,Na3K(Al4Si4O16)
Népouite,Ni3Si2O5(OH)4
Nepskoeite,Mg4Cl(OH)7·6H2O
Neptunite,KNa2LiFe2+2Ti2Si8O24
Neskevaaraite-Fe,"NaK3Fe(Ti,Nb)4(Si4O12)2(O,OH)4·6H2O"
Nesquehonite,Mg(CO3)(H2O)2·H2O
Nestolaite,CaSeO3(H2O)
Neustädtelite,"Bi2Fe3+(Fe3+,Co)2(O,OH)4(AsO4)2"
Nevadaite,"(Cu2+,☐,Al,V3+)6Al8(PO4)8F8(OH)2(H2O)20·2H2O"
Nevskite,"Bi(Se,S)"
Newberyite,Mg(PO3OH)(H2O)3
Neyite,Ag2Cu6Pb25Bi26S68
Nežilovite,Pb[Mn4+2Fe3+7AlZn2]O19
Niahite,(NH4)Mn2+(PO4)(H2O)
Niasite,Ni2+4.5(AsO4)3
Nickel,Ni
Nickelalumite,NiAl4(SO4)(OH)12(H2O)3
Nickelaustinite,CaNi(AsO4)(OH)
Nickelbischofite,NiCl2(H2O)4·2H2O
Nickelblödite,Na2Ni(SO4)2(H2O)4
Nickelboussingaultite,(NH4)2Ni(SO4)2(H2O)6
Nickelhexahydrite,Ni(SO4)(H2O)6
Nickeline,NiAs
Nickellotharmeyerite,CaNi2(AsO4)2(H2O)2
Nickelphosphide,Ni3P
Nickelpicromerite,K2Ni(SO4)2(H2O)6
Nickelschneebergite,BiNi2(AsO4)2(OH)(H2O)
Nickelskutterudite,NiAs3
Nickeltalmessite,Ca2Ni(AsO4)2(H2O)2
Nickeltsumcorite,PbNiFe3+(AsO4)2(OH)(H2O)
Nickeltyrrellite,CuNi2Se4
Nickelzippeite,Ni2(UO2)6(SO4)3(OH)10(H2O)16
Nickenichite,Na(Ca0.5Cu0.5)MgMg2(AsO4)3
Nickolayite,FeMoP
Nicksobolevite,Cu7(SeO3)2O2Cl6
Niedermayrite,Cu4Cd(SO4)2(OH)6(H2O)4
Nielsbohrite,"(K,U,☐)(UO2)3(AsO4)(OH)4·H2O"
Nielsenite,PdCu3
Nierite,Si3N4
Nifontovite,Ca3[BO(OH)2]6(H2O)2
Nigelcookite,PbFe2+2V3+2(PO4)3(OH)3
Niggliite,PtSn
Niigataite,CaSrAl3(Si2O7)(SiO4)O(OH)
Nikischerite,Fe2+6Al3(OH)18[Na(H2O)6](SO4)2·6H2O
Nikmelnikovite,Ca12Fe2+Fe3+3Al3(SiO4)6(OH)20
Niksergievite,"Ba2Al3(Si,Al)4O10(CO3)(OH)6·nH2O"
Nimite,"(Ni,Mg,Al)6(Si,Al)4O10(OH)8"
Ningyoite,"(U,Ca,Ce)2(PO4)2·1-2H2O"
Niningerite,MgS
Niobobaotite,Ba4(Ti2.5Fe2+1.5)Nb4Si4O28Cl
Niobocarbide,NbC
Nioboheftetjernite,ScNbO4
Nioboholtite,(Nb0.6☐0.4)Al6BSi3O18
Nioboixiolite-(☐),(Nb0.8☐0.2)4+O2
Nioboixiolite-(Fe2+),(Nb2/3Fe2+1/3)O2
Nioboixiolite-(Fe3+),(Nb0.5Fe3+0.5)O2
Nioboixiolite-(Mn2+),(Nb2/3Mn2+1/3)O2
Niobokupletskite,"K2NaMn7(Nb,Ti)2(Si4O12)2O2(OH)4(O,F)"
Niobophyllite,"K2NaFe2+7(Nb,Ti)2(Si4O12)2O2(OH)4(O,F)"
Niocalite,Ca7Nb(Si2O7)2O3F
Nipalarsite,Ni8Pd3As4
Nipeiite-(Ce),Ce9Fe3+(SiO4)6[SiO3(OH)](OH)3
Nisbite,NiSb2
Nishanbaevite,KAl2O(AsO4)(SO4)
Nisnite,Ni3Sn
Nissonite,Cu2Mg2(PO4)2(OH)2(H2O)4·H2O
Niter,K(NO3)
Nitratine,Na(NO3)
Nitrobarite,Ba(NO3)2
Nitrocalcite,Ca(NO3)2(H2O)4
Nitromagnesite,[Mg(H2O)6](NO3)2
Nitroplumbite,[Pb4(OH)4](NO3)4
Nitscheite,(NH4)2[(UO2)2(SO4)3(H2O)2]·3H2O
Niveolanite,NaBe(CO3)(OH)(H2O)2
Nixonite,Na2Ti6O13
Nizamoffite,Mn2+Zn2(PO4)2(H2O)4
Nobleite,CaB6O9(OH)2(H2O)3
Noelbensonite,BaMn3+2Si2O7(OH)2(H2O)
Nöggerathite-(Ce),"(Ce,Ca)2Zr2(Nb,Ti)(Ti,Nb)2Fe2+O14"
Nolanite,V3+4Fe3+O7(OH)
Nollmotzite,Mg[U5+(U6+O2)2O4F3](H2O)4
Nolzeite,"Na(Mn,☐)2[Si3(B,Si)O9(OH)2](H2O)2"
Nontronite,"Na0.3Fe3+2(Si,Al)4O10(OH)2·nH2O"
Noonkanbahite,NaKBaTi2(Si4O12)O2
Norbergite,Mg3(SiO4)F2
Nordenskiöldine,CaSn(BO3)2
Nordgauite,"MnAl2(PO4)2(F,OH)2(H2O)4·H2O"
Nordite-(Ce),Na3SrCeZnSi6O17
Nordite-(La),Na3SrLaZnSi6O17
Nordstrandite,Al(OH)3
Nordströmite,"Pb3CuBi7(S,Se)14"
Norilskite,"(Pd,Ag)7Pb4"
Normandite,"Na2Ca2(Mn,Fe)2(Ti,Nb,Zr)2(Si2O7)2O2F2"
Norrishite,KLiMn3+2Si4O10O2
Norsethite,BaMg(CO3)2
Northstarite,Pb6(Te4+O3)5(S6+O3S2–)
Northupite,Na3Mg(CO3)2Cl
Nosean,Na8(Si6Al6)O24(SO4)·H2O
Nováčekite,Mg(UO2)2(AsO4)2(H2O)10
Novákite,"(Cu,Ag)21As10"
Novgorodovaite,Ca2(C2O4)Cl2(H2O)2
Novikovite,(NH4)4Mo6+2Mo5+2O8(SO4)5
Novodneprite,AuPb3
Novograblenovite,(NH4)MgCl3(H2O)6
Nowackiite,Cu6Zn3As4S12
Nsutite,Mn2+xMn4+1-xO2-2x(OH)2x
Nuffieldite,Cu1.4Pb2.4Bi2.4Sb0.2S7
Nukundamite,Cu3.4Fe0.6S4
Nullaginite,Ni2(CO3)(OH)2
Numanoite,Ca4CuB4O6(OH)6(CO3)2
Nuragheite,Th(MoO4)2(H2O)
Nuwaite,Ni6GeS2
Nybergite,Ca4Sc3Sn(Si2O7)(Si2O6OH)3
Nybøite,NaNa2(Mg3Al2)(Si7Al)O22(OH)2
Nyerereite,Na2Ca(CO3)2
Nyholmite,Cd3Zn2(AsO3OH)2(AsO4)2(H2O)4
Oberthürite,Rh3Ni32S32
Oberwolfachite,SrFe3+3(AsO4)(SO4)(OH)6
Oboniobite,Mg4Nb2O9
Obradovicite-KCu,[K2(H2O)17Cu(H2O)6][Mo8As2Fe3+3O34(OH)3]
Obradovicite-NaCu,[Na2(H2O)17Cu(H2O)6][Mo8As2Fe3+3O34(OH)3]
Obradovicite-NaNa,[Na2(H2O)16Na(H2O)6][Mo8As2Fe3+3O33(OH)4]
O'danielite,Na☐ZnZn2(AsO4)[AsO3(OH)]2
Odigitriaite,CsNa5Ca5[Si14B2O38]F2
Odikhinchaite,Na9Sr3[(H2O)2Na]Ca6Mn3Zr3NbSi(Si24O72)O(OH)3  (CO3)·H2O
Odinite,"(Fe3+,Mg,Al,Fe2+)2.5(Si,Al)2O5(OH)4"
Odintsovite,K2Na4Ca3Ti2Be4Si12O38
Oenite,CoSbAs
Offretite,KCaMg(Si13Al5)O36·15H2O
Oftedalite,K(ScCa)☐2Be3Si12O30
Ogdensburgite,Ca2Fe3+4Zn(AsO4)4(OH)6·6H2O
Ognitite,NiBiTe
Ohmilite,"Sr3(Ti,Fe3+)(Si2O6)2(O,OH)(H2O)2"
Ohtaniite,Mg3(Si0.5☐0.5)Si2O8
Ojuelaite,ZnFe3+2(AsO4)2(OH)2(H2O)4
Okanoganite-(Y),"(Y,REE ,Ca,Na,Th)16(Fe3+,Ti)(Si,B,P)10(O,OH)38F10"
Okayamalite,Ca2B2SiO7
Okenite,Ca10Si18O46(H2O)18
Okhotskite,Ca2(Mn2+Mn3+2)(Si2O7)(SiO4)(OH)2(H2O)
Okieite,[Mg3(H2O)18][V10O28]·10H2O
Okruginite,Cu2SnSe3
Okruschite,Ca2Mn2+5Be4(AsO4)6(OH)4(H2O)6
Oldhamite,CaS
Oldsite-(K),K2Fe2+[(UO2)(SO4)2]2(H2O)8
Olekminskite,Sr2(CO3)2
Olenite,NaAl3Al6(Si6O18)(BO3)3O3(OH)
Olgafrankite,Ni3Ge
Olgite,"(Ba,Sr)(Na,Sr,REE )2Na(PO4)2"
Olivenite,Cu2(AsO4)(OH)
Olkhonskite,Cr2Ti3O9
Olmiite,CaMn[SiO3(OH)](OH)
Olmsteadite,KFe2+2NbO2(PO4)2(H2O)2
Olsacherite,Pb2(Se6+O4)(SO4)
Olsenite,KFe4(PO4)3
Olshanskyite,Ca2[B3O3(OH)6](OH)(H2O)3
Olympite,LiNa5(PO4)2
Omariniite,Cu8Fe2ZnGe2S12
Omeiite,OsAs2
Ominelite,Fe2+Al3O2(BO3)(SiO4)
Omongwaite,Na2Ca5(SO4)6(H2O)3
